Date,Visitor,Visitor Score,Home Team,Home Score,Line,Winning,Winning Points,Losing,Losing Points,Year
11/13/04,Northwestern,20,Michigan,42,14.5,Michigan,42,Northwestern,20,2004
11/13/04,Akron,31,Ohio,19,0,Akron,31,Ohio,19,2004
11/13/04,Clemson,13,Duke,16,-12,Duke,16,Clemson,13,2004
11/13/04,Vanderbilt,13,Kentucky,14,-5,Kentucky,14,Vanderbilt,13,2004
11/13/04,Syracuse,24,Temple,34,-8,Temple,34,Syracuse,24,2004
11/13/04,Central Michigan,6,Buffalo,36,-5,Buffalo,36,Central Michigan,6,2004
11/13/04,Texas Tech,25,Texas A+M,32,2,Texas A+M,32,Texas Tech,25,2004
11/13/04,Baylor,21,Oklahoma State,49,26,Oklahoma State,49,Baylor,21,2004
11/13/04,Texas,27,Kansas,23,-23.5,Texas,27,Kansas,23,2004
11/13/04,Miami-Ohio,42,Western Michigan,21,-21,Miami-Ohio,42,Western Michigan,21,2004
11/13/04,Mississippi,3,Arkansas,35,9.5,Arkansas,35,Mississippi,3,2004
11/13/04,Utah,45,Wyoming,28,-21,Utah,45,Wyoming,28,2004
11/13/04,San Diego State,37,Air Force,31,5,San Diego State,37,Air Force,31,2004
11/13/04,Pittsburgh,41,Notre Dame,38,11.5,Pittsburgh,41,Notre Dame,38,2004
11/13/04,Kansas State,31,Colorado,38,-1.5,Colorado,38,Kansas State,31,2004
11/13/04,Nevada-Las Vegas,10,Colorado State,45,6.5,Colorado State,45,Nevada-Las Vegas,10,2004
11/13/04,New Mexico,21,Brigham Young,14,6.5,New Mexico,21,Brigham Young,14,2004
11/13/04,Georgia,6,Auburn,24,3.5,Auburn,24,Georgia,6,2004
11/13/04,U.C.L.A.,34,Oregon,26,8.5,U.C.L.A.,34,Oregon,26,2004
11/13/04,South Carolina,14,Florida,48,7,Florida,48,South Carolina,14,2004
11/13/04,California,42,Washington,12,-30.5,California,42,Washington,12,2004
11/13/04,Washington State,28,Arizona State,45,14.5,Arizona State,45,Washington State,28,2004
11/13/04,Nebraska,3,Oklahoma,30,29.5,Oklahoma,30,Nebraska,3,2004
11/13/04,Ohio State,17,Purdue,24,6,Purdue,24,Ohio State,17,2004
11/13/04,Miami-Florida,31,Virginia,21,3.5,Miami-Florida,31,Virginia,21,2004
11/13/04,North Carolina,31,Wake Forest,24,5,North Carolina,31,Wake Forest,24,2004
11/13/04,Marshall,35,Bowling Green,56,9,Bowling Green,56,Marshall,35,2004
11/13/04,Houston,7,U-A-B,20,9.5,U-A-B,20,Houston,7,2004
11/13/04,U-C-F,17,Ball State,21,3.5,Ball State,21,U-C-F,17,2004
11/13/04,Eastern Michigan,17,Kent State,69,13,Kent State,69,Eastern Michigan,17,2004
11/13/04,Oregon State,24,Stanford,19,-3,Oregon State,24,Stanford,19,2004
11/13/04,Boise State,56,San Jose State,49,-32.5,Boise State,56,San Jose State,49,2004
11/13/04,Rice,28,UTEP,35,14,UTEP,35,Rice,28,2004
11/13/04,Nevada-Reno,20,S-M-U,38,-6,S-M-U,38,Nevada-Reno,20,2004
11/13/04,Tulsa,21,Louisiana Tech,38,6,Louisiana Tech,38,Tulsa,21,2004
11/13/04,Army,31,Tulane,45,7,Tulane,45,Army,31,2004
11/13/04,East Carolina,17,South Florida,41,14.5,South Florida,41,East Carolina,17,2004
11/13/04,Alabama,10,Louisiana State,26,9,Louisiana State,26,Alabama,10,2004
11/13/04,Arizona,9,Southern Cal,49,36.5,Southern Cal,49,Arizona,9,2004
11/13/04,UL-Monroe,24,Middle Tennessee,37,7,Middle Tennessee,37,UL-Monroe,24,2004
11/13/04,Troy,13,UL-Lafayette,10,-14.5,Troy,13,UL-Lafayette,10,2004
11/13/04,New Mexico State,35,Florida Atlantic,7,6,New Mexico State,35,Florida Atlantic,7,2004
11/13/04,Idaho,29,North Texas,51,15,North Texas,51,Idaho,29,2004
11/13/04,Georgia Southern,53,Florida Intl,32, ,Georgia Southern,53,Florida Intl,32,2004
11/18/04,Maryland,6,Virginia Tech,55,9.5,Virginia Tech,55,Maryland,6,2004
11/18/04,North Texas,31,Arkansas State,7,-4.5,North Texas,31,Arkansas State,7,2004
11/20/04,South Carolina,7,Clemson,29,3,Clemson,29,South Carolina,7,2004
11/20/04,Virginia,30,Georgia Tech,10,-4,Virginia,30,Georgia Tech,10,2004
11/20/04,Miami-Ohio,37,Akron,27,-8.5,Miami-Ohio,37,Akron,27,2004
11/20/04,Buffalo,0,Connecticut,29,25,Connecticut,29,Buffalo,0,2004
11/20/04,Illinois,21,Northwestern,28,13,Northwestern,28,Illinois,21,2004
11/20/04,Indiana,24,Purdue,63,21,Purdue,63,Indiana,24,2004
11/20/04,Michigan State,13,Penn State,37,-3.5,Penn State,37,Michigan State,13,2004
11/20/04,Wisconsin,7,Iowa,30,3,Iowa,30,Wisconsin,7,2004
11/20/04,Wake Forest,7,Miami-Florida,52,18.5,Miami-Florida,52,Wake Forest,7,2004
11/20/04,Oklahoma,35,Baylor,0,-36.5,Oklahoma,35,Baylor,0,2004
11/20/04,Michigan,21,Ohio State,37,-4,Ohio State,37,Michigan,21,2004
11/20/04,Kansas,31,Missouri,14,11,Kansas,31,Missouri,14,2004
11/20/04,U-A-B,20,Army,14,-12,U-A-B,20,Army,14,2004
11/20/04,Boston College,34,Temple,17,-15,Boston College,34,Temple,17,2004
11/20/04,North Carolina,40,Duke,17,-7,North Carolina,40,Duke,17,2004
11/20/04,Ball State,40,Central Michigan,41,4.5,Central Michigan,41,Ball State,40,2004
11/20/04,Northern Illinois,34,Eastern Michigan,16,-17,Northern Illinois,34,Eastern Michigan,16,2004
11/20/04,South Florida,23,Cincinnati,45,12,Cincinnati,45,South Florida,23,2004
11/20/04,Rutgers,21,Navy,54,3,Navy,54,Rutgers,21,2004
11/20/04,Memphis,38,East Carolina,35,-19,Memphis,38,East Carolina,35,2004
11/20/04,Tennessee,38,Vanderbilt,33,-12.5,Tennessee,38,Vanderbilt,33,2004
11/20/04,Colorado State,17,Air Force,47,-1.5,Air Force,47,Colorado State,17,2004
11/20/04,Iowa State,37,Kansas State,23,10,Iowa State,37,Kansas State,23,2004
11/20/04,Arkansas,24,Mississippi State,21,-10,Arkansas,24,Mississippi State,21,2004
11/20/04,Brigham Young,21,Utah,52,18,Utah,52,Brigham Young,21,2004
11/20/04,Wyoming,9,New Mexico,16,8.5,New Mexico,16,Wyoming,9,2004
11/20/04,San Jose State,24,Tulsa,34,12,Tulsa,34,San Jose State,24,2004
11/20/04,Southern Miss,17,Texas Christian,42,0,Texas Christian,42,Southern Miss,17,2004
11/20/04,Louisiana Tech,14,Boise State,55,24,Boise State,55,Louisiana Tech,14,2004
11/20/04,Florida,20,Florida State,13,7,Florida,20,Florida State,13,2004
11/20/04,Auburn,21,Alabama,13,-11,Auburn,21,Alabama,13,2004
11/20/04,Stanford,6,California,41,23.5,California,41,Stanford,6,2004
11/20/04,Western Michigan,21,Marshall,31,28,Marshall,31,Western Michigan,21,2004
11/20/04,Louisville,65,Houston,27,-22,Louisville,65,Houston,27,2004
11/20/04,S-M-U,27,UTEP,57,21.5,UTEP,57,S-M-U,27,2004
11/20/04,Oregon,21,Oregon State,50,3,Oregon State,50,Oregon,21,2004
11/20/04,Washington,25,Washington State,28,13,Washington State,28,Washington,25,2004
11/20/04,Mississippi,24,Louisiana State,27,21,Louisiana State,27,Mississippi,24,2004
11/20/04,Nevada-Reno,17,Fresno State,54,27.5,Fresno State,54,Nevada-Reno,17,2004
11/20/04,Nevada-Las Vegas,3,San Diego State,21,8.5,San Diego State,21,Nevada-Las Vegas,3,2004
11/20/04,New Mexico State,25,Utah State,34,-6.5,Utah State,34,New Mexico State,25,2004
11/20/04,Middle Tennessee,17,Troy,37,14,Troy,37,Middle Tennessee,17,2004
11/20/04,UL-Lafayette,10,UL-Monroe,13,3,UL-Monroe,13,UL-Lafayette,10,2004
11/20/04,Idaho,21,Hawaii,52,20,Hawaii,52,Idaho,21,2004
11/20/04,Illinois State,0,Florida Atlantic,28, ,Florida Atlantic,28,Illinois State,0,2004
11/20/04,Western Kentucky,35,Florida Intl,14, ,Western Kentucky,35,Florida Intl,14,2004
11/23/04,Bowling Green,41,Toledo,49,-4.5,Toledo,49,Bowling Green,41,2004
11/23/04,Kent State,41,U-C-F,24,-9.5,Kent State,41,U-C-F,24,2004
11/25/04,Connecticut,41,Rutgers,35,-4,Connecticut,41,Rutgers,35,2004
11/25/04,West Virginia,13,Pittsburgh,16,-3,Pittsburgh,16,West Virginia,13,2004
11/26/04,Colorado,26,Nebraska,20,2.5,Colorado,26,Nebraska,20,2004
11/26/04,Louisiana State,43,Arkansas,14,-3.5,Louisiana State,43,Arkansas,14,2004
11/26/04,Arizona State,27,Arizona,34,-14,Arizona,34,Arizona State,27,2004
11/26/04,Texas A+M,13,Texas,26,10.5,Texas,26,Texas A+M,13,2004
11/27/04,Syracuse,43,Boston College,17,11,Syracuse,43,Boston College,17,2004
11/27/04,Kentucky,31,Tennessee,37,23,Tennessee,37,Kentucky,31,2004
11/27/04,Cincinnati,7,Louisville,70,24,Louisville,70,Cincinnati,7,2004
11/27/04,No Carolina State,52,East Carolina,14,-22.5,No Carolina State,52,East Carolina,14,2004
11/27/04,Georgia Tech,13,Georgia,19,15,Georgia,19,Georgia Tech,13,2004
11/27/04,Oklahoma State,15,Texas Tech,31,4,Texas Tech,31,Oklahoma State,15,2004
11/27/04,Missouri,17,Iowa State,14,5,Missouri,17,Iowa State,14,2004
11/27/04,Mississippi State,3,Mississippi,20,5,Mississippi,20,Mississippi State,3,2004
11/27/04,UTEP,35,Tulsa,37,-7,Tulsa,37,UTEP,35,2004
11/27/04,U-A-B,21,Southern Miss,26,-1,Southern Miss,26,U-A-B,21,2004
11/27/04,Tulane,35,Texas Christian,31,14.5,Tulane,35,Texas Christian,31,2004
11/27/04,Virginia,10,Virginia Tech,24,3.5,Virginia Tech,24,Virginia,10,2004
11/27/04,Boise State,58,Nevada-Reno,21,-24.5,Boise State,58,Nevada-Reno,21,2004
11/27/04,Fresno State,62,San Jose State,28,-27,Fresno State,62,San Jose State,28,2004
11/27/04,Wake Forest,7,Maryland,13,5.5,Maryland,13,Wake Forest,7,2004
11/27/04,Memphis,31,South Florida,15,-4,Memphis,31,South Florida,15,2004
11/27/04,Notre Dame,10,Southern Cal,41,24,Southern Cal,41,Notre Dame,10,2004
11/27/04,Northwestern,41,Hawaii,49,-6,Hawaii,49,Northwestern,41,2004
11/27/04,Edward Waters,15,Florida Atlantic,49, ,Florida Atlantic,49,Edward Waters,15,2004
11/27/04,Florida A+M,23,Florida Intl,40, ,Florida Intl,40,Florida A+M,23,2004
11/29/04,Louisiana Tech,51,Rice,14,2.5,Louisiana Tech,51,Rice,14,2004
12/2/04,Miami-Ohio,27,Toledo,35,1.5,Toledo,35,Miami-Ohio,27,2004
12/4/04,Virginia Tech,16,Miami-Florida,10,7,Virginia Tech,16,Miami-Florida,10,2004
12/4/04,Army,13,Navy,42,12.5,Navy,42,Army,13,2004
12/4/04,Southern Cal,29,U.C.L.A.,24,-21,Southern Cal,29,U.C.L.A.,24,2004
12/4/04,Michigan State,38,Hawaii,41,-7,Hawaii,41,Michigan State,38,2004
12/4/04,Tennessee,28,Auburn,38,14,Auburn,38,Tennessee,28,2004
12/4/04,California,26,Southern Miss,16,-25,California,26,Southern Miss,16,2004
12/4/04,Colorado,3,Oklahoma,42,23.5,Oklahoma,42,Colorado,3,2004
12/4/04,Pittsburgh,43,South Florida,14,-6,Pittsburgh,43,South Florida,14,2004
12/4/04,Louisville,55,Tulane,7,-31,Louisville,55,Tulane,7,2004
12/4/04,Florida Intl,10,Florida Atlantic,17,14,Florida Atlantic,17,Florida Intl,10,2004
9/1/05,Buffalo,0,Connecticut,38,18.5,Connecticut,38,Buffalo,0,2005
9/1/05,Oregon,38,Houston,24,-10,Oregon,38,Houston,24,2005
9/1/05,Eastern Michigan,26,Cincinnati,28,12.5,Cincinnati,28,Eastern Michigan,26,2005
9/1/05,Vanderbilt,24,Wake Forest,20,10.5,Vanderbilt,24,Wake Forest,20,2005
9/1/05,U-C-F,15,South Carolina,24,18.5,South Carolina,24,U-C-F,15,2005
9/1/05,Temple,16,Arizona State,63,26,Arizona State,63,Temple,16,2005
9/1/05,Idaho,26,Washington State,38,29.5,Washington State,38,Idaho,26,2005
9/1/05,Minnesota,41,Tulsa,10,-14,Minnesota,41,Tulsa,10,2005
9/1/05,Western Illinois,14,Toledo,62, ,Toledo,62,Western Illinois,14,2005
9/1/05,William + Mary,24,Marshall,36, ,Marshall,36,William + Mary,24,2005
9/1/05,Northwestern St(LA),27,UL-Monroe,23, ,Northwestern St(LA),27,UL-Monroe,23,2005
9/2/05,Indiana,20,Central Michigan,13,-10.5,Indiana,20,Central Michigan,13,2005
9/2/05,Arizona,24,Utah,27,9.5,Utah,27,Arizona,24,2005
9/3/05,Bowling Green,42,Wisconsin,56,5,Wisconsin,56,Bowling Green,42,2005
9/3/05,Ohio,14,Northwestern,38,14.5,Northwestern,38,Ohio,14,2005
9/3/05,Western Michigan,19,Virginia,31,32.5,Virginia,31,Western Michigan,19,2005
9/3/05,Ball State,0,Iowa,56,38.5,Iowa,56,Ball State,0,2005
9/3/05,Kent State,14,Michigan State,49,18.5,Michigan State,49,Kent State,14,2005
9/3/05,Miami-Ohio,14,Ohio State,34,17,Ohio State,34,Miami-Ohio,14,2005
9/3/05,Northern Illinois,17,Michigan,33,18,Michigan,33,Northern Illinois,17,2005
9/3/05,South Florida,13,Penn State,23,24.5,Penn State,23,South Florida,13,2005
9/3/05,Duke,21,East Carolina,24,-1.5,East Carolina,24,Duke,21,2005
9/3/05,U-A-B,10,Tennessee,17,24,Tennessee,17,U-A-B,10,2005
9/3/05,Rutgers,30,Illinois,33,1.5,Illinois,33,Rutgers,30,2005
9/3/05,Colorado State,28,Colorado,31,8,Colorado,31,Colorado State,28,2005
9/3/05,Notre Dame,42,Pittsburgh,21,4.5,Notre Dame,42,Pittsburgh,21,2005
9/3/05,Boise State,13,Georgia,48,6.5,Georgia,48,Boise State,13,2005
9/3/05,Navy,20,Maryland,23,7.5,Maryland,23,Navy,20,2005
9/3/05,Wyoming,14,Florida,32,22.5,Florida,32,Wyoming,14,2005
9/3/05,Air Force,20,Washington,17,1.5,Air Force,20,Washington,17,2005
9/3/05,Texas Christian,17,Oklahoma,10,27,Texas Christian,17,Oklahoma,10,2005
9/3/05,Georgia Tech,23,Auburn,14,6.5,Georgia Tech,23,Auburn,14,2005
9/3/05,Boston College,20,Brigham Young,3,-5,Boston College,20,Brigham Young,3,2005
9/3/05,Texas A+M,24,Clemson,25,0,Clemson,25,Texas A+M,24,2005
9/3/05,Baylor,28,S-M-U,23,-4.5,Baylor,28,S-M-U,23,2005
9/3/05,U.C.L.A.,44,San Diego State,21,-8.5,U.C.L.A.,44,San Diego State,21,2005
9/3/05,Southern Cal,63,Hawaii,17,-31,Southern Cal,63,Hawaii,17,2005
9/3/05,Arkansas State,17,Missouri,44,25.5,Missouri,44,Arkansas State,17,2005
9/3/05,Middle Tennessee,7,Alabama,26,22.5,Alabama,26,Middle Tennessee,7,2005
9/3/05,Florida Atlantic,19,Kansas,30,19.5,Kansas,30,Florida Atlantic,19,2005
9/3/05,UL-Lafayette,3,Texas,60,38.5,Texas,60,UL-Lafayette,3,2005
9/3/05,Florida Intl,21,Kansas State,35,34.5,Kansas State,35,Florida Intl,21,2005
9/3/05,UTEP,34,New Mexico State,17,-11,UTEP,34,New Mexico State,17,2005
9/3/05,Murray State,6,Mississippi State,38, ,Mississippi State,38,Murray State,6,2005
9/3/05,Sacramento State,3,California,41, ,California,41,Sacramento State,3,2005
9/3/05,Eastern Washington,24,San Jose State,35, ,San Jose State,35,Eastern Washington,24,2005
9/3/05,Portland State,14,Oregon State,41, ,Oregon State,41,Portland State,14,2005
9/3/05,Cal-San Luis Obispo,10,Troy,27, ,Troy,27,Cal-San Luis Obispo,10,2005
9/3/05,Illinois State,21,Iowa State,32, ,Iowa State,32,Illinois State,21,2005
9/3/05,Maine,7,Nebraska,25, ,Nebraska,25,Maine,7,2005
9/3/05,Missouri State,17,Arkansas,49, ,Arkansas,49,Missouri State,17,2005
9/3/05,Montana State,10,Oklahoma State,15, ,Oklahoma State,15,Montana State,10,2005
9/4/05,West Virginia,15,Syracuse,7,1.5,West Virginia,15,Syracuse,7,2005
9/4/05,Louisville,31,Kentucky,24,-22,Louisville,31,Kentucky,24,2005
9/4/05,Virginia Tech,20,No Carolina State,16,-5.5,Virginia Tech,20,No Carolina State,16,2005
9/5/05,Nevada-Las Vegas,22,New Mexico,24,14.5,New Mexico,24,Nevada-Las Vegas,22,2005
9/5/05,Mississippi,10,Memphis,6,1.5,Mississippi,10,Memphis,6,2005
9/5/05,Miami-Florida,7,Florida State,10,-2.5,Florida State,10,Miami-Florida,7,2005
9/8/05,Oklahoma State,23,Florida Atlantic,3,-16.5,Oklahoma State,23,Florida Atlantic,3,2005
9/9/05,Pittsburgh,10,Ohio,16,-14,Ohio,16,Pittsburgh,10,2005
9/9/05,Washington State,55,Nevada-Reno,21,-10,Washington State,55,Nevada-Reno,21,2005
9/10/05,Kansas State,21,Marshall,19,-9.5,Kansas State,21,Marshall,19,2005
9/10/05,Notre Dame,17,Michigan,10,7,Notre Dame,17,Michigan,10,2005
9/10/05,Clemson,28,Maryland,24,1,Clemson,28,Maryland,24,2005
9/10/05,Cincinnati,24,Penn State,42,19.5,Penn State,42,Cincinnati,24,2005
9/10/05,Temple,0,Wisconsin,65,34,Wisconsin,65,Temple,0,2005
9/10/05,Virginia Tech,45,Duke,0,-20.5,Virginia Tech,45,Duke,0,2005
9/10/05,Army,7,Boston College,44,28.5,Boston College,44,Army,7,2005
9/10/05,Mississippi State,0,Auburn,28,16,Auburn,28,Mississippi State,0,2005
9/10/05,Tulsa,15,Oklahoma,31,31,Oklahoma,31,Tulsa,15,2005
9/10/05,San Jose State,19,Illinois,40,16.5,Illinois,40,San Jose State,19,2005
9/10/05,Akron,24,Purdue,49,35,Purdue,49,Akron,24,2005
9/10/05,Central Michigan,38,Miami-Ohio,37,24.5,Central Michigan,38,Miami-Ohio,37,2005
9/10/05,Northern Illinois,37,Northwestern,38,3,Northwestern,38,Northern Illinois,37,2005
9/10/05,Colorado State,24,Minnesota,56,12.5,Minnesota,56,Colorado State,24,2005
9/10/05,Buffalo,0,Syracuse,31,24,Syracuse,31,Buffalo,0,2005
9/10/05,Hawaii,14,Michigan State,42,29.5,Michigan State,42,Hawaii,14,2005
9/10/05,California,56,Washington,17,-10.5,California,56,Washington,17,2005
9/10/05,Iowa,3,Iowa State,23,-7.5,Iowa State,23,Iowa,3,2005
9/10/05,North Carolina,21,Georgia Tech,27,12,Georgia Tech,27,North Carolina,21,2005
9/10/05,South Carolina,15,Georgia,17,17,Georgia,17,South Carolina,15,2005
9/10/05,Stanford,41,Navy,38,-3,Stanford,41,Navy,38,2005
9/10/05,Louisiana Tech,3,Florida,41,29,Florida,41,Louisiana Tech,3,2005
9/10/05,Boise State,27,Oregon State,30,5,Oregon State,30,Boise State,27,2005
9/10/05,New Mexico,45,Missouri,35,8.5,New Mexico,45,Missouri,35,2005
9/10/05,Wake Forest,3,Nebraska,31,7.5,Nebraska,31,Wake Forest,3,2005
9/10/05,Vanderbilt,28,Arkansas,24,11.5,Vanderbilt,28,Arkansas,24,2005
9/10/05,San Diego State,29,Air Force,41,5.5,Air Force,41,San Diego State,29,2005
9/10/05,Western Michigan,23,Toledo,56,23,Toledo,56,Western Michigan,23,2005
9/10/05,Bowling Green,40,Ball State,31,-28.5,Bowling Green,40,Ball State,31,2005
9/10/05,Southern Miss,21,Alabama,30,12,Alabama,30,Southern Miss,21,2005
9/10/05,Texas,25,Ohio State,22,1,Texas,25,Ohio State,22,2005
9/10/05,Utah State,7,Utah,31,24,Utah,31,Utah State,7,2005
9/10/05,Louisiana State,35,Arizona State,31,-1,Louisiana State,35,Arizona State,31,2005
9/10/05,Texas Christian,10,S-M-U,21,-16,S-M-U,21,Texas Christian,10,2005
9/10/05,Rice,21,U.C.L.A.,63,24,U.C.L.A.,63,Rice,21,2005
9/10/05,New Mexico State,0,Colorado,39,24,Colorado,39,New Mexico State,0,2005
9/10/05,Idaho,31,Nevada-Las Vegas,34,11.5,Nevada-Las Vegas,34,Idaho,31,2005
9/10/05,UL-Monroe,0,Wyoming,38,18,Wyoming,38,UL-Monroe,0,2005
9/10/05,North Texas,14,Middle Tennessee,7,4.5,North Texas,14,Middle Tennessee,7,2005
9/10/05,UL-Lafayette,10,Eastern Michigan,31,4.5,Eastern Michigan,31,UL-Lafayette,10,2005
9/10/05,U-A-B,27,Troy,7,-7.5,U-A-B,27,Troy,7,2005
9/10/05,Florida Intl,3,Texas Tech,56,33,Texas Tech,56,Florida Intl,3,2005
9/10/05,The Citadel,10,Florida State,62, ,Florida State,62,The Citadel,10,2005
9/10/05,Eastern Illinois,10,Brigham Young,45, ,Brigham Young,45,Eastern Illinois,10,2005
9/10/05,Florida A+M,3,South Florida,37, ,South Florida,37,Florida A+M,3,2005
9/10/05,Idaho State,29,Kentucky,41, ,Kentucky,41,Idaho State,29,2005
9/10/05,Liberty,0,Connecticut,59, ,Connecticut,59,Liberty,0,2005
9/10/05,Northern Arizona,12,Arizona,31, ,Arizona,31,Northern Arizona,12,2005
9/10/05,Tennessee-Martin,7,Arkansas State,56, ,Arkansas State,56,Tennessee-Martin,7,2005
9/10/05,Villanova,6,Rutgers,38, ,Rutgers,38,Villanova,6,2005
9/10/05,Wofford,7,West Virginia,35, ,West Virginia,35,Wofford,7,2005
9/10/05,S E Missouri St,12,Kent State,33, ,Kent State,33,S E Missouri St,12,2005
9/10/05,Nicholls State,31,Indiana,35, ,Indiana,35,Nicholls State,31,2005
9/10/05,Appalachian State,8,Kansas,36, ,Kansas,36,Appalachian State,8,2005
9/10/05,Samford,14,Baylor,48, ,Baylor,48,Samford,14,2005
9/10/05,Sam Houston State,10,Houston,31, ,Houston,31,Sam Houston State,10,2005
9/10/05,Montana,14,Oregon,47, ,Oregon,47,Montana,14,2005
9/10/05,Weber State,17,Fresno State,55, ,Fresno State,55,Weber State,17,2005
9/15/05,Utah,20,Texas Christian,23,-2.5,Texas Christian,23,Utah,20,2005
9/16/05,Houston,41,UTEP,44,11.5,UTEP,44,Houston,41,2005
9/17/05,Virginia,27,Syracuse,24,-8.5,Virginia,27,Syracuse,24,2005
9/17/05,Oregon State,27,Louisville,63,12.5,Louisville,63,Oregon State,27,2005
9/17/05,Eastern Michigan,0,Michigan,55,30,Michigan,55,Eastern Michigan,0,2005
9/17/05,West Virginia,31,Maryland,19,4.5,West Virginia,31,Maryland,19,2005
9/17/05,S-M-U,8,Texas A+M,66,29,Texas A+M,66,S-M-U,8,2005
9/17/05,Mississippi,23,Vanderbilt,31,4,Vanderbilt,31,Mississippi,23,2005
9/17/05,Toledo,42,Temple,17,-30,Toledo,42,Temple,17,2005
9/17/05,Central Michigan,3,Penn State,40,23,Penn State,40,Central Michigan,3,2005
9/17/05,Ball State,3,Auburn,63,37,Auburn,63,Ball State,3,2005
9/17/05,Baylor,20,Army,10,-4.5,Baylor,20,Army,10,2005
9/17/05,East Carolina,34,Wake Forest,44,15,Wake Forest,44,East Carolina,34,2005
9/17/05,Florida State,28,Boston College,17,-1,Florida State,28,Boston College,17,2005
9/17/05,Michigan State,44,Notre Dame,41,7,Michigan State,44,Notre Dame,41,2005
9/17/05,San Diego State,6,Ohio State,27,27,Ohio State,27,San Diego State,6,2005
9/17/05,Oklahoma,24,U.C.L.A.,41,6.5,U.C.L.A.,41,Oklahoma,24,2005
9/17/05,Pittsburgh,6,Nebraska,7,9,Nebraska,7,Pittsburgh,6,2005
9/17/05,Alabama,37,South Carolina,14,-1,Alabama,37,South Carolina,14,2005
9/17/05,Ohio,0,Virginia Tech,45,34,Virginia Tech,45,Ohio,0,2005
9/17/05,Idaho,6,Washington,34,13,Washington,34,Idaho,6,2005
9/17/05,Miami-Ohio,27,Kent State,10,-6,Miami-Ohio,27,Kent State,10,2005
9/17/05,Illinois,20,California,35,19.5,California,35,Illinois,20,2005
9/17/05,Rutgers,17,Buffalo,3,-21,Rutgers,17,Buffalo,3,2005
9/17/05,Kentucky,14,Indiana,38,4,Indiana,38,Kentucky,14,2005
9/17/05,U-C-F,14,South Florida,31,10,South Florida,31,U-C-F,14,2005
9/17/05,Wisconsin,14,North Carolina,5,-4,Wisconsin,14,North Carolina,5,2005
9/17/05,Connecticut,13,Georgia Tech,28,15.5,Georgia Tech,28,Connecticut,13,2005
9/17/05,Rice,10,Texas,51,40,Texas,51,Rice,10,2005
9/17/05,Fresno State,34,Oregon,37,3,Oregon,37,Fresno State,34,2005
9/17/05,Louisiana Tech,14,Kansas,34,14,Kansas,34,Louisiana Tech,14,2005
9/17/05,Wyoming,29,Air Force,28,1.5,Wyoming,29,Air Force,28,2005
9/17/05,Miami-Florida,36,Clemson,30,-7,Miami-Florida,36,Clemson,30,2005
9/17/05,Tennessee,7,Florida,16,3.5,Florida,16,Tennessee,7,2005
9/17/05,Mississippi State,21,Tulane,14,-3,Mississippi State,21,Tulane,14,2005
9/17/05,New Mexico State,21,New Mexico,38,22,New Mexico,38,New Mexico State,21,2005
9/17/05,Purdue,31,Arizona,24,-9.5,Purdue,31,Arizona,24,2005
9/17/05,Northwestern,21,Arizona State,52,14.5,Arizona State,52,Northwestern,21,2005
9/17/05,Nevada-Las Vegas,14,Nevada-Reno,22,-1.5,Nevada-Reno,22,Nevada-Las Vegas,14,2005
9/17/05,Arkansas,17,Southern Cal,70,30.5,Southern Cal,70,Arkansas,17,2005
9/17/05,UL-Monroe,7,Georgia,44,38,Georgia,44,UL-Monroe,7,2005
9/17/05,Troy,21,Missouri,52,18.5,Missouri,52,Troy,21,2005
9/17/05,Akron,17,Middle Tennessee,7,7,Akron,17,Middle Tennessee,7,2005
9/17/05,Arkansas State,10,Oklahoma State,20,26,Oklahoma State,20,Arkansas State,10,2005
9/17/05,Florida Atlantic,7,Minnesota,46,33,Minnesota,46,Florida Atlantic,7,2005
9/17/05,Tulsa,54,North Texas,2,6.5,Tulsa,54,North Texas,2,2005
9/17/05,Eastern Kentucky,10,No Carolina State,54, ,No Carolina State,54,Eastern Kentucky,10,2005
9/17/05,Grambling,7,Washington State,48, ,Washington State,48,Grambling,7,2005
